ID,Associated_fire,Type,Fire_Year,ndvi,ndwi,Measurement_year,yrs_post_fire
132,PAIGE MOUNTAIN,Control,2019,0.550600662,-0.433147997,2016,-3
133,PAIGE MOUNTAIN,Control,2019,0.548329272,-0.430408427,2016,-3
135,PAIGE MOUNTAIN,Control,2019,0.563417705,-0.401893375,2016,-3
136,PAIGE MOUNTAIN,Control,2019,0.377102541,-0.265727294,2016,-3
233,PAIGE MOUNTAIN,Control,2019,0.580062777,-0.437797748,2016,-3
137,PAIGE MOUNTAIN,Control,2019,0.637597611,-0.495057071,2016,-3
138,PAIGE MOUNTAIN,Control,2019,0.539564781,-0.368268388,2016,-3
139,PAIGE MOUNTAIN,Control,2019,0.53885428,-0.369134516,2016,-3
140,PAIGE MOUNTAIN,Control,2019,0.557982198,-0.385343233,2016,-3
141,PAIGE MOUNTAIN,Control,2019,0.578059655,-0.408502786,2016,-3
142,PAIGE MOUNTAIN,Control,2019,0.582966506,-0.418018569,2016,-3
143,PAIGE MOUNTAIN,Control,2019,0.541541369,-0.365515861,2016,-3
144,PAIGE MOUNTAIN,Control,2019,0.558989733,-0.397930622,2016,-3
145,PAIGE MOUNTAIN,Control,2019,0.545241705,-0.366132022,2016,-3
146,PAIGE MOUNTAIN,Control,2019,0.598392681,-0.454939027,2016,-3
147,PAIGE MOUNTAIN,Control,2019,0.587944875,-0.440809641,2016,-3
148,PAIGE MOUNTAIN,Control,2019,0.345277929,-0.269469952,2016,-3
149,PAIGE MOUNTAIN,Control,2019,0.50030264,-0.350459935,2016,-3
150,PAIGE MOUNTAIN,Control,2019,0.571506407,-0.406160851,2016,-3
151,PAIGE MOUNTAIN,Control,2019,0.577627034,-0.40499122,2016,-3
152,PAIGE MOUNTAIN,Control,2019,0.563889044,-0.381167445,2016,-3
153,PAIGE MOUNTAIN,Control,2019,0.556150329,-0.367827975,2016,-3
154,PAIGE MOUNTAIN,Control,2019,0.556893734,-0.37316807,2016,-3
155,PAIGE MOUNTAIN,Control,2019,0.586918346,-0.421375189,2016,-3
156,PAIGE MOUNTAIN,Control,2019,0.555900412,-0.396054483,2016,-3
157,PAIGE MOUNTAIN,Control,2019,0.359566847,-0.26061736,2016,-3
158,PAIGE MOUNTAIN,Control,2019,0.43871718,-0.315424683,2016,-3
159,PAIGE MOUNTAIN,Control,2019,0.565388023,-0.390883266,2016,-3
160,PAIGE MOUNTAIN,Control,2019,0.371341807,-0.277201207,2016,-3
161,PAIGE MOUNTAIN,Control,2019,0.367535016,-0.276163889,2016,-3
162,PAIGE MOUNTAIN,Control,2019,0.365176146,-0.268148797,2016,-3
163,PAIGE MOUNTAIN,Control,2019,0.491858791,-0.340008413,2016,-3
164,PAIGE MOUNTAIN,Control,2019,0.536621398,-0.39211228,2016,-3
165,PAIGE MOUNTAIN,Control,2019,0.559863159,-0.4039656,2016,-3
166,PAIGE MOUNTAIN,Control,2019,0.345635647,-0.22753529,2016,-3
167,PAIGE MOUNTAIN,Control,2019,0.358037248,-0.247264492,2016,-3
168,PAIGE MOUNTAIN,Control,2019,0.351331244,-0.240104034,2016,-3
169,PAIGE MOUNTAIN,Control,2019,0.366665492,-0.263325511,2016,-3
170,PAIGE MOUNTAIN,Control,2019,0.357486695,-0.240578319,2016,-3
171,PAIGE MOUNTAIN,Control,2019,0.374095071,-0.251258329,2016,-3
172,PAIGE MOUNTAIN,Control,2019,0.307731241,-0.15058656,2016,-3
173,PAIGE MOUNTAIN,Control,2019,0.352283889,-0.199212113,2016,-3
174,PAIGE MOUNTAIN,Control,2019,0.398106699,-0.225560895,2016,-3
175,PAIGE MOUNTAIN,Control,2019,0.292245191,-0.122317012,2016,-3
178,PAIGE MOUNTAIN,Control,2019,0.36428782,-0.261493202,2016,-3
176,PAIGE MOUNTAIN,Control,2019,0.531773314,-0.354979105,2016,-3
177,PAIGE MOUNTAIN,Control,2019,0.586157589,-0.435013983,2016,-3
179,PAIGE MOUNTAIN,Control,2019,0.572975116,-0.42020726,2016,-3
180,PAIGE MOUNTAIN,Control,2019,0.562296214,-0.40534284,2016,-3
181,PAIGE MOUNTAIN,Control,2019,0.561207179,-0.434806922,2016,-3
182,PAIGE MOUNTAIN,Control,2019,0.545830804,-0.419547633,2016,-3
183,PAIGE MOUNTAIN,Control,2019,0.545107919,-0.426693848,2016,-3
184,PAIGE MOUNTAIN,Control,2019,0.589897077,-0.476132384,2016,-3
185,SUNSHINE MOUNTAIN,Control,2019,0.598612643,-0.470015181,2016,-3
186,SUNSHINE MOUNTAIN,Control,2019,0.607130996,-0.475049364,2016,-3
187,SUNSHINE MOUNTAIN,Control,2019,0.564762658,-0.420243082,2016,-3
188,SUNSHINE MOUNTAIN,Control,2019,0.556563794,-0.411778665,2016,-3
189,SUNSHINE MOUNTAIN,Control,2019,0.597544905,-0.454873755,2016,-3
190,SUNSHINE MOUNTAIN,Control,2019,0.542011372,-0.425270792,2016,-3
191,SUNSHINE MOUNTAIN,Control,2019,0.514955495,-0.418635997,2016,-3
192,SUNSHINE MOUNTAIN,Control,2019,0.541136495,-0.381490563,2016,-3
193,MUNSON CREEK,Control,2021,0.51376255,-0.383123052,2016,-5
194,MUNSON CREEK,Control,2021,0.254919514,-0.137484987,2016,-5
234,MUNSON CREEK,Control,2021,0.209769643,-0.12986935,2016,-5
235,MUNSON CREEK,Control,2021,0.336028154,-0.234085799,2016,-5
195,MUNSON CREEK,Control,2021,0.544174223,-0.386978635,2016,-5
196,MUNSON CREEK,Control,2021,0.458254423,-0.355402938,2016,-5
197,MUNSON CREEK,Control,2021,0.482129052,-0.368868684,2016,-5
198,MUNSON CREEK,Control,2021,0.417591843,-0.330911794,2016,-5
199,MUNSON CREEK,Control,2021,0.426547005,-0.325737851,2016,-5
200,MUNSON CREEK,Control,2021,0.441892258,-0.327723492,2016,-5
201,MUNSON CREEK,Control,2021,0.442832748,-0.338056331,2016,-5
204,MUNSON CREEK,Control,2021,0.483073296,-0.354534436,2016,-5
203,MUNSON CREEK,Control,2021,0.476069993,-0.347781411,2016,-5
202,MUNSON CREEK,Control,2021,0.443874726,-0.336096461,2016,-5
205,MUNSON CREEK,Control,2021,0.532702617,-0.39415446,2016,-5
206,MUNSON CREEK,Control,2021,0.471658537,-0.346681555,2016,-5
207,MUNSON CREEK,Control,2021,0.49063758,-0.381702069,2016,-5
208,MUNSON CREEK,Control,2021,0.48270452,-0.346779442,2016,-5
209,MUNSON CREEK,Control,2021,0.533723737,-0.398969348,2016,-5
210,MUNSON CREEK,Control,2021,0.541767754,-0.366999128,2016,-5
211,MUNSON CREEK,Control,2021,0.465133221,-0.328272627,2016,-5
212,MUNSON CREEK,Control,2021,0.440113087,-0.286513878,2016,-5
213,MUNSON CREEK,Control,2021,0.355636788,-0.273581847,2016,-5
214,MUNSON CREEK,Control,2021,0.402375609,-0.317231713,2016,-5
215,MUNSON CREEK,Control,2021,0.561081203,-0.422858615,2016,-5
216,MUNSON CREEK,Control,2021,0.583694499,-0.443973857,2016,-5
217,MUNSON CREEK,Control,2021,0.599010145,-0.456399457,2016,-5
218,MUNSON CREEK,Control,2021,0.548705407,-0.403124533,2016,-5
219,MUNSON CREEK,Control,2021,0.52906151,-0.398537021,2016,-5
220,MUNSON CREEK,Control,2021,0.325157787,-0.269643594,2016,-5
221,MUNSON CREEK,Control,2021,0.34578243,-0.275004283,2016,-5
222,MUNSON CREEK,Control,2021,0.340064644,-0.270183463,2016,-5
223,MUNSON CREEK,Control,2021,0.363967648,-0.269708603,2016,-5
224,MUNSON CREEK,Control,2021,0.398074711,-0.286832761,2016,-5
225,MUNSON CREEK,Control,2021,0.586371763,-0.451878488,2016,-5
226,MUNSON CREEK,Control,2021,0.447264597,-0.371892691,2016,-5
227,MUNSON CREEK,Control,2021,0.670579087,-0.517244702,2016,-5
228,MUNSON CREEK,Control,2021,0.404332385,-0.293770532,2016,-5
229,MUNSON CREEK,Control,2021,0.55416429,-0.375354072,2016,-5
230,MUNSON CREEK,Control,2021,0.543952232,-0.348655176,2016,-5
231,MUNSON CREEK,Control,2021,0.531874983,-0.372402315,2016,-5
232,MUNSON CREEK,Control,2021,0.409022539,-0.289043988,2016,-5
134,PAIGE MOUNTAIN,Control,2019,0.600155443,-0.447077159,2016,-3
78,HURST CREEK,Control,2019,0.324591019,-0.274355261,2016,-3
22,HOGATZA RIVER,Control,2016,0.37441448,-0.251131582,2016,0
23,HOGATZA RIVER,Control,2016,0.329527997,-0.241752284,2016,0
24,HOGATZA RIVER,Control,2016,0.304109637,-0.240020876,2016,0
26,HOGATZA RIVER,Control,2016,0.387414786,-0.276687476,2016,0
28,HOGATZA RIVER,Control,2016,0.401495867,-0.298184993,2016,0
2,LITTLE MUD RIVER,Control,2019,0.535342008,-0.384336555,2016,-3
3,LITTLE MUD RIVER,Control,2019,0.527107842,-0.377371596,2016,-3
4,LITTLE MUD RIVER,Control,2019,0.518946278,-0.371806979,2016,-3
5,LITTLE MUD RIVER,Control,2019,0.460108678,-0.325981913,2016,-3
9,HOG,Control,2016,0.24936366,-0.187743144,2016,0
10,HOG,Control,2016,0.339235943,-0.237552977,2016,0
11,HOG,Control,2016,0.248635747,-0.187548725,2016,0
12,HOG,Control,2016,0.254456055,-0.172370352,2016,0
13,HOG,Control,2016,0.279171203,-0.197278461,2016,0
14,HOG,Control,2016,0.254100957,-0.177960991,2016,0
15,HOG,Control,2016,0.242073125,-0.169764133,2016,0
16,HOG,Control,2016,0.226147169,-0.123507525,2016,0
17,HOG,Control,2016,0.22643472,-0.127655581,2016,0
18,HOG,Control,2016,0.215559892,-0.116271474,2016,0
19,HOG,Control,2016,0.294246052,-0.173741261,2016,0
20,HOG,Control,2016,0.181227752,-0.091524642,2016,0
21,HOG,Control,2016,0.187799604,-0.089389122,2016,0
35,HOGATZA RIVER,Control,2016,0.361472236,-0.246740507,2016,0
INIAKUK LAKE,INIAKUK LAKE,Fire,2016,0.257341752,-0.175881337,2017,1
HOGATZA RIVER,HOGATZA RIVER,Fire,2016,0.248149263,-0.140148024,2017,1
HOG,HOG,Fire,2016,0.244259099,-0.142375889,2017,1
CHALKYITSIK COMPLEX,CHALKYITSIK COMPLEX,Fire,2019,0.456754388,-0.307579037,2017,-2
SUNSHINE MOUNTAINS,SUNSHINE MOUNTAIN,Fire,2019,0.54958998,-0.418173754,2017,-2
MUNSON CREEK,MUNSON CREEK,Fire,2021,0.491931476,-0.355944002,2017,-4
PAIGE MOUNTAIN,PAIGE MOUNTAIN,Fire,2019,0.551837301,-0.414063935,2017,-2
HURST CREEK,HURST CREEK,Fire,2019,0.464264873,-0.364073657,2017,-2
OLD GROUCH TOP,OLD GROUCH TOP,Fire,2019,0.484083098,-0.376640214,2017,-2
VICTORIA MOUNTAIN,VICTORIA MOUNTAIN,Fire,2019,0.428899656,-0.332178141,2017,-2
LITTLE MUD RIVER,LITTLE MUD RIVER,Fire,2019,0.464127004,-0.319305974,2017,-2
1,CHALKYITSIK COMPLEX,Beaver,2019,0.575619341,-0.413380309,2017,-2
6,VICTORIA MOUNTAIN,Beaver,2019,0.348724807,-0.236720723,2017,-2
7,VICTORIA MOUNTAIN,Beaver,2019,0.256036761,-0.15756175,2017,-2
8,HOG,Beaver,2016,0.268271504,-0.194057472,2017,1
25,HOGATZA RIVER,Beaver,2016,0.476689945,-0.353332027,2017,1
27,HOGATZA RIVER,Beaver,2016,0.573637013,-0.421365094,2017,1
29,HOGATZA RIVER,Beaver,2016,0.468399142,-0.348251902,2017,1
30,HOGATZA RIVER,Beaver,2016,0.483254068,-0.380781952,2017,1
31,HOGATZA RIVER,Beaver,2016,0.456878025,-0.351427121,2017,1
32,HOGATZA RIVER,Beaver,2016,0.451159211,-0.338660442,2017,1
33,HOGATZA RIVER,Beaver,2016,0.421764652,-0.294093815,2017,1
34,HOGATZA RIVER,Beaver,2016,0.381898593,-0.262478949,2017,1
36,HOGATZA RIVER,Beaver,2016,0.449135324,-0.343882442,2017,1
37,HOGATZA RIVER,Beaver,2016,0.474456577,-0.342163025,2017,1
38,HOGATZA RIVER,Beaver,2016,0.476587008,-0.337213753,2017,1
39,HOGATZA RIVER,Beaver,2016,0.511128507,-0.360726491,2017,1
40,HOGATZA RIVER,Beaver,2016,0.386118581,-0.254001116,2017,1
41,HOGATZA RIVER,Beaver,2016,0.375292676,-0.244351353,2017,1
42,HOGATZA RIVER,Beaver,2016,0.427599098,-0.289522431,2017,1
43,HOGATZA RIVER,Beaver,2016,0.354970436,-0.253429315,2017,1
44,HOGATZA RIVER,Beaver,2016,0.302148736,-0.180233899,2017,1
45,HOGATZA RIVER,Beaver,2016,0.286656848,-0.161346437,2017,1
46,HOGATZA RIVER,Beaver,2016,0.346725081,-0.223793135,2017,1
47,HOGATZA RIVER,Beaver,2016,0.284590822,-0.171570817,2017,1
48,INIAKUK LAKE,Beaver,2016,0.266423956,-0.15039736,2017,1
50,INIAKUK LAKE,Beaver,2016,0.301397895,-0.173275943,2017,1
49,INIAKUK LAKE,Beaver,2016,0.367052462,-0.224995084,2017,1
51,INIAKUK LAKE,Beaver,2016,0.370863011,-0.23021078,2017,1
52,INIAKUK LAKE,Beaver,2016,0.409906125,-0.27490852,2017,1
53,INIAKUK LAKE,Beaver,2016,0.404706703,-0.269213807,2017,1
54,INIAKUK LAKE,Beaver,2016,0.338861442,-0.195989552,2017,1
55,HURST CREEK,Beaver,2019,0.478033149,-0.361227083,2017,-2
56,HURST CREEK,Beaver,2019,0.507918515,-0.39412655,2017,-2
57,HURST CREEK,Beaver,2019,0.504910035,-0.395885578,2017,-2
58,HURST CREEK,Beaver,2019,0.499841609,-0.360144867,2017,-2
59,HURST CREEK,Beaver,2019,0.418577563,-0.326071298,2017,-2
60,HURST CREEK,Beaver,2019,0.48568836,-0.374089738,2017,-2
61,HURST CREEK,Beaver,2019,0.49035142,-0.374236683,2017,-2
62,HURST CREEK,Beaver,2019,0.510536727,-0.388277454,2017,-2
63,HURST CREEK,Beaver,2019,0.505724331,-0.398614175,2017,-2
64,HURST CREEK,Beaver,2019,0.461933436,-0.366427858,2017,-2
65,HURST CREEK,Beaver,2019,0.456483331,-0.361172268,2017,-2
66,HURST CREEK,Beaver,2019,0.475984605,-0.359446203,2017,-2
67,HURST CREEK,Beaver,2019,0.530670494,-0.398862818,2017,-2
68,HURST CREEK,Beaver,2019,0.493532233,-0.368676572,2017,-2
69,HURST CREEK,Beaver,2019,0.48217842,-0.36813367,2017,-2
70,HURST CREEK,Beaver,2019,0.48339067,-0.373663639,2017,-2
71,HURST CREEK,Beaver,2019,0.446906503,-0.338355163,2017,-2
72,HURST CREEK,Beaver,2019,0.447231576,-0.328798341,2017,-2
73,HURST CREEK,Beaver,2019,0.447047456,-0.313362506,2017,-2
74,HURST CREEK,Beaver,2019,0.448204003,-0.324621116,2017,-2
76,HURST CREEK,Beaver,2019,0.514205028,-0.37232659,2017,-2
75,HURST CREEK,Beaver,2019,0.49321493,-0.367641995,2017,-2
77,HURST CREEK,Beaver,2019,0.508505426,-0.406649501,2017,-2
79,HURST CREEK,Beaver,2019,0.441473884,-0.322478954,2017,-2
80,HURST CREEK,Beaver,2019,0.497648036,-0.421781877,2017,-2
81,HURST CREEK,Beaver,2019,0.464040428,-0.314794662,2017,-2
82,HURST CREEK,Beaver,2019,0.454887916,-0.307328424,2017,-2
83,HURST CREEK,Beaver,2019,0.427334567,-0.289609294,2017,-2
84,HURST CREEK,Beaver,2019,0.457380102,-0.263783659,2017,-2
86,HURST CREEK,Beaver,2019,0.431458078,-0.325344307,2017,-2
85,HURST CREEK,Beaver,2019,0.42669256,-0.32004649,2017,-2
87,HURST CREEK,Beaver,2019,0.279299081,-0.25644533,2017,-2
88,HURST CREEK,Beaver,2019,0.511041054,-0.423965567,2017,-2
89,HURST CREEK,Beaver,2019,0.483901864,-0.404666467,2017,-2
90,HURST CREEK,Beaver,2019,0.468606639,-0.397788642,2017,-2
91,HURST CREEK,Beaver,2019,0.465726708,-0.366659894,2017,-2
92,OLD GROUCH TOP,Beaver,2019,0.450300119,-0.322675073,2017,-2
93,OLD GROUCH TOP,Beaver,2019,0.476542124,-0.366135709,2017,-2
94,OLD GROUCH TOP,Beaver,2019,0.513813928,-0.387540429,2017,-2
95,OLD GROUCH TOP,Beaver,2019,0.429940233,-0.323364414,2017,-2
96,OLD GROUCH TOP,Beaver,2019,0.433667151,-0.352511295,2017,-2
97,OLD GROUCH TOP,Beaver,2019,0.432876167,-0.310613033,2017,-2
98,OLD GROUCH TOP,Beaver,2019,0.451111434,-0.33824543,2017,-2
100,OLD GROUCH TOP,Beaver,2019,0.520901099,-0.403471917,2017,-2
99,OLD GROUCH TOP,Beaver,2019,0.531116518,-0.408905195,2017,-2
101,OLD GROUCH TOP,Beaver,2019,0.487359345,-0.368427886,2017,-2
102,OLD GROUCH TOP,Beaver,2019,0.449064863,-0.344048383,2017,-2
103,OLD GROUCH TOP,Beaver,2019,0.455107396,-0.341142872,2017,-2
104,OLD GROUCH TOP,Beaver,2019,0.476752559,-0.372520361,2017,-2
105,OLD GROUCH TOP,Beaver,2019,0.469568506,-0.365045586,2017,-2
106,OLD GROUCH TOP,Beaver,2019,0.432973353,-0.326746699,2017,-2
107,OLD GROUCH TOP,Beaver,2019,0.465016572,-0.356160921,2017,-2
108,OLD GROUCH TOP,Beaver,2019,0.447728933,-0.326249297,2017,-2
109,OLD GROUCH TOP,Beaver,2019,0.348148305,-0.284322032,2017,-2
110,OLD GROUCH TOP,Beaver,2019,0.522231399,-0.396435296,2017,-2
111,OLD GROUCH TOP,Beaver,2019,0.492056472,-0.363096435,2017,-2
112,OLD GROUCH TOP,Beaver,2019,0.463653093,-0.346510528,2017,-2
113,OLD GROUCH TOP,Beaver,2019,0.611798333,-0.493351381,2017,-2
114,OLD GROUCH TOP,Beaver,2019,0.523022853,-0.407440217,2017,-2
115,OLD GROUCH TOP,Beaver,2019,0.496057751,-0.371537959,2017,-2
116,PAIGE MOUNTAIN,Beaver,2019,0.50586519,-0.318627107,2017,-2
117,PAIGE MOUNTAIN,Beaver,2019,0.474019146,-0.276720305,2017,-2
118,PAIGE MOUNTAIN,Beaver,2019,0.505024866,-0.324108819,2017,-2
119,PAIGE MOUNTAIN,Beaver,2019,0.433450273,-0.252565687,2017,-2
120,PAIGE MOUNTAIN,Beaver,2019,0.519653523,-0.332549661,2017,-2
121,PAIGE MOUNTAIN,Beaver,2019,0.489789134,-0.285139116,2017,-2
122,PAIGE MOUNTAIN,Beaver,2019,0.476063858,-0.274928104,2017,-2
123,PAIGE MOUNTAIN,Beaver,2019,0.366566718,-0.176658149,2017,-2
124,PAIGE MOUNTAIN,Beaver,2019,0.457622269,-0.253802936,2017,-2
125,PAIGE MOUNTAIN,Beaver,2019,0.438703264,-0.243426768,2017,-2
126,PAIGE MOUNTAIN,Beaver,2019,0.410624275,-0.222225007,2017,-2
127,PAIGE MOUNTAIN,Beaver,2019,0.455981654,-0.258056995,2017,-2
128,PAIGE MOUNTAIN,Beaver,2019,0.409279442,-0.238517158,2017,-2
129,PAIGE MOUNTAIN,Beaver,2019,0.592529998,-0.424529228,2017,-2
130,PAIGE MOUNTAIN,Beaver,2019,0.531509958,-0.360231763,2017,-2
131,PAIGE MOUNTAIN,Beaver,2019,0.449521694,-0.30606,2017,-2
132,PAIGE MOUNTAIN,Beaver,2019,0.45113944,-0.339095011,2017,-2
133,PAIGE MOUNTAIN,Beaver,2019,0.451739972,-0.341687535,2017,-2
135,PAIGE MOUNTAIN,Beaver,2019,0.444179416,-0.35663105,2017,-2
136,PAIGE MOUNTAIN,Beaver,2019,0.386214722,-0.300147713,2017,-2
233,PAIGE MOUNTAIN,Beaver,2019,0.39425171,-0.322552903,2017,-2
137,PAIGE MOUNTAIN,Beaver,2019,0.522955885,-0.405195814,2017,-2
138,PAIGE MOUNTAIN,Beaver,2019,0.535092374,-0.392683288,2017,-2
139,PAIGE MOUNTAIN,Beaver,2019,0.535139738,-0.403929448,2017,-2
140,PAIGE MOUNTAIN,Beaver,2019,0.542211274,-0.409682015,2017,-2
141,PAIGE MOUNTAIN,Beaver,2019,0.555297164,-0.419870081,2017,-2
142,PAIGE MOUNTAIN,Beaver,2019,0.55068307,-0.411016289,2017,-2
143,PAIGE MOUNTAIN,Beaver,2019,0.534736855,-0.388577335,2017,-2
144,PAIGE MOUNTAIN,Beaver,2019,0.495706188,-0.344755346,2017,-2
145,PAIGE MOUNTAIN,Beaver,2019,0.547260914,-0.395233063,2017,-2
146,PAIGE MOUNTAIN,Beaver,2019,0.472672562,-0.345517376,2017,-2
147,PAIGE MOUNTAIN,Beaver,2019,0.46204105,-0.33759271,2017,-2
148,PAIGE MOUNTAIN,Beaver,2019,0.516445921,-0.379189702,2017,-2
149,PAIGE MOUNTAIN,Beaver,2019,0.528048114,-0.364562744,2017,-2
150,PAIGE MOUNTAIN,Beaver,2019,0.538970797,-0.369977357,2017,-2
151,PAIGE MOUNTAIN,Beaver,2019,0.567555513,-0.392447518,2017,-2
152,PAIGE MOUNTAIN,Beaver,2019,0.515103726,-0.358633506,2017,-2
153,PAIGE MOUNTAIN,Beaver,2019,0.525988597,-0.358901542,2017,-2
154,PAIGE MOUNTAIN,Beaver,2019,0.535834126,-0.366770837,2017,-2
155,PAIGE MOUNTAIN,Beaver,2019,0.622297219,-0.462709772,2017,-2
156,PAIGE MOUNTAIN,Beaver,2019,0.513686121,-0.345412169,2017,-2
157,PAIGE MOUNTAIN,Beaver,2019,0.437971544,-0.276735964,2017,-2
158,PAIGE MOUNTAIN,Beaver,2019,0.485369962,-0.349610058,2017,-2
159,PAIGE MOUNTAIN,Beaver,2019,0.394480008,-0.308143734,2017,-2
160,PAIGE MOUNTAIN,Beaver,2019,0.518651898,-0.39230886,2017,-2
161,PAIGE MOUNTAIN,Beaver,2019,0.482349095,-0.375379101,2017,-2
162,PAIGE MOUNTAIN,Beaver,2019,0.461733004,-0.338157136,2017,-2
163,PAIGE MOUNTAIN,Beaver,2019,0.486626663,-0.364387012,2017,-2
164,PAIGE MOUNTAIN,Beaver,2019,0.48003729,-0.351704051,2017,-2
165,PAIGE MOUNTAIN,Beaver,2019,0.478272363,-0.349909644,2017,-2
166,PAIGE MOUNTAIN,Beaver,2019,0.526345162,-0.404051753,2017,-2
167,PAIGE MOUNTAIN,Beaver,2019,0.540768694,-0.410992366,2017,-2
168,PAIGE MOUNTAIN,Beaver,2019,0.542796854,-0.416107667,2017,-2
169,PAIGE MOUNTAIN,Beaver,2019,0.557046127,-0.431186725,2017,-2
170,PAIGE MOUNTAIN,Beaver,2019,0.473231988,-0.37424132,2017,-2
171,PAIGE MOUNTAIN,Beaver,2019,0.478669063,-0.372720995,2017,-2
172,PAIGE MOUNTAIN,Beaver,2019,0.50375589,-0.377028603,2017,-2
173,PAIGE MOUNTAIN,Beaver,2019,0.513099206,-0.388088787,2017,-2
174,PAIGE MOUNTAIN,Beaver,2019,0.521475829,-0.420227935,2017,-2
175,PAIGE MOUNTAIN,Beaver,2019,0.488374011,-0.385856797,2017,-2
176,PAIGE MOUNTAIN,Beaver,2019,0.461402188,-0.361440169,2017,-2
177,PAIGE MOUNTAIN,Beaver,2019,0.464250056,-0.381254299,2017,-2
179,PAIGE MOUNTAIN,Beaver,2019,0.500506737,-0.392823434,2017,-2
180,PAIGE MOUNTAIN,Beaver,2019,0.515099643,-0.405594666,2017,-2
178,PAIGE MOUNTAIN,Beaver,2019,0.519164578,-0.406439819,2017,-2
181,PAIGE MOUNTAIN,Beaver,2019,0.500961576,-0.375389732,2017,-2
182,PAIGE MOUNTAIN,Beaver,2019,0.509729841,-0.386993798,2017,-2
183,PAIGE MOUNTAIN,Beaver,2019,0.444837588,-0.338228455,2017,-2
184,PAIGE MOUNTAIN,Beaver,2019,0.491261836,-0.392819106,2017,-2
185,SUNSHINE MOUNTAIN,Beaver,2019,0.53209469,-0.406521848,2017,-2
186,SUNSHINE MOUNTAIN,Beaver,2019,0.540668168,-0.398770677,2017,-2
187,SUNSHINE MOUNTAIN,Beaver,2019,0.514537419,-0.379380544,2017,-2
188,SUNSHINE MOUNTAIN,Beaver,2019,0.498313558,-0.37470553,2017,-2
189,SUNSHINE MOUNTAIN,Beaver,2019,0.515326625,-0.395168072,2017,-2
190,SUNSHINE MOUNTAIN,Beaver,2019,0.544402596,-0.408738326,2017,-2
191,SUNSHINE MOUNTAIN,Beaver,2019,0.526646378,-0.373663257,2017,-2
192,SUNSHINE MOUNTAIN,Beaver,2019,0.526741994,-0.387494258,2017,-2
193,MUNSON CREEK,Beaver,2021,0.498566915,-0.360757866,2017,-4
194,MUNSON CREEK,Beaver,2021,0.418460474,-0.282933914,2017,-4
234,MUNSON CREEK,Beaver,2021,0.385902871,-0.220963084,2017,-4
235,MUNSON CREEK,Beaver,2021,0.467186405,-0.312785447,2017,-4
195,MUNSON CREEK,Beaver,2021,0.47442379,-0.338936614,2017,-4
197,MUNSON CREEK,Beaver,2021,0.485691909,-0.355949615,2017,-4
196,MUNSON CREEK,Beaver,2021,0.50573728,-0.367472902,2017,-4
198,MUNSON CREEK,Beaver,2021,0.474280636,-0.369425065,2017,-4
199,MUNSON CREEK,Beaver,2021,0.472748365,-0.361477754,2017,-4
200,MUNSON CREEK,Beaver,2021,0.461332702,-0.358337733,2017,-4
201,MUNSON CREEK,Beaver,2021,0.474289204,-0.366318384,2017,-4
203,MUNSON CREEK,Beaver,2021,0.408448903,-0.328658656,2017,-4
202,MUNSON CREEK,Beaver,2021,0.428460341,-0.34793824,2017,-4
204,MUNSON CREEK,Beaver,2021,0.446143883,-0.363782813,2017,-4
205,MUNSON CREEK,Beaver,2021,0.373276069,-0.264236747,2017,-4
206,MUNSON CREEK,Beaver,2021,0.386821476,-0.264955755,2017,-4
207,MUNSON CREEK,Beaver,2021,0.364967529,-0.233988867,2017,-4
208,MUNSON CREEK,Beaver,2021,0.375359332,-0.248507901,2017,-4
209,MUNSON CREEK,Beaver,2021,0.4714543,-0.350379469,2017,-4
210,MUNSON CREEK,Beaver,2021,0.435907047,-0.276538155,2017,-4
211,MUNSON CREEK,Beaver,2021,0.427972469,-0.281519624,2017,-4
212,MUNSON CREEK,Beaver,2021,0.440971649,-0.305458192,2017,-4
213,MUNSON CREEK,Beaver,2021,0.513072177,-0.37072236,2017,-4
214,MUNSON CREEK,Beaver,2021,0.460176238,-0.329736772,2017,-4
215,MUNSON CREEK,Beaver,2021,0.520741482,-0.389842487,2017,-4
216,MUNSON CREEK,Beaver,2021,0.490743478,-0.36456493,2017,-4
217,MUNSON CREEK,Beaver,2021,0.474306916,-0.361117146,2017,-4
218,MUNSON CREEK,Beaver,2021,0.444815555,-0.325025231,2017,-4
219,MUNSON CREEK,Beaver,2021,0.454027859,-0.337572895,2017,-4
220,MUNSON CREEK,Beaver,2021,0.482389888,-0.361621363,2017,-4
221,MUNSON CREEK,Beaver,2021,0.504521416,-0.387800806,2017,-4
222,MUNSON CREEK,Beaver,2021,0.469095328,-0.3671931,2017,-4
223,MUNSON CREEK,Beaver,2021,0.436203776,-0.340119581,2017,-4
224,MUNSON CREEK,Beaver,2021,0.432099061,-0.339997263,2017,-4
225,MUNSON CREEK,Beaver,2021,0.489485779,-0.387072198,2017,-4
226,MUNSON CREEK,Beaver,2021,0.459379699,-0.338623117,2017,-4
227,MUNSON CREEK,Beaver,2021,0.523144642,-0.353016053,2017,-4
228,MUNSON CREEK,Beaver,2021,0.433341491,-0.259827868,2017,-4
229,MUNSON CREEK,Beaver,2021,0.444273308,-0.325727595,2017,-4
230,MUNSON CREEK,Beaver,2021,0.417903284,-0.274950034,2017,-4
231,MUNSON CREEK,Beaver,2021,0.411202374,-0.256928777,2017,-4
