ID,Associated_fire,Type,Fire_Year,ndvi,ndwi,Measurement_year,yrs_post_fire
96,OLD GROUCH TOP,Control,2019,0.461194449,-0.36929844,2017,-2
97,OLD GROUCH TOP,Control,2019,0.462032867,-0.332681088,2017,-2
98,OLD GROUCH TOP,Control,2019,0.464996602,-0.331865884,2017,-2
99,OLD GROUCH TOP,Control,2019,0.476021244,-0.352257961,2017,-2
100,OLD GROUCH TOP,Control,2019,0.492451917,-0.382219545,2017,-2
101,OLD GROUCH TOP,Control,2019,0.46982958,-0.35322005,2017,-2
102,OLD GROUCH TOP,Control,2019,0.460592097,-0.33810352,2017,-2
103,OLD GROUCH TOP,Control,2019,0.46576752,-0.347215197,2017,-2
104,OLD GROUCH TOP,Control,2019,0.414555213,-0.325250838,2017,-2
105,OLD GROUCH TOP,Control,2019,0.434535082,-0.337656392,2017,-2
106,OLD GROUCH TOP,Control,2019,0.501670544,-0.376729185,2017,-2
107,OLD GROUCH TOP,Control,2019,0.574761703,-0.455177332,2017,-2
108,OLD GROUCH TOP,Control,2019,0.490995605,-0.362878919,2017,-2
109,OLD GROUCH TOP,Control,2019,0.413953255,-0.345141334,2017,-2
110,OLD GROUCH TOP,Control,2019,0.529792068,-0.403014187,2017,-2
111,OLD GROUCH TOP,Control,2019,0.562830032,-0.412180865,2017,-2
112,OLD GROUCH TOP,Control,2019,0.547791786,-0.400975171,2017,-2
113,OLD GROUCH TOP,Control,2019,0.610809845,-0.484656706,2017,-2
114,OLD GROUCH TOP,Control,2019,0.477231351,-0.379207706,2017,-2
115,OLD GROUCH TOP,Control,2019,0.485746369,-0.361767312,2017,-2
118,PAIGE MOUNTAIN,Control,2019,0.563163621,-0.356956527,2017,-2
119,PAIGE MOUNTAIN,Control,2019,0.583825244,-0.391397836,2017,-2
120,PAIGE MOUNTAIN,Control,2019,0.585669634,-0.377923963,2017,-2
121,PAIGE MOUNTAIN,Control,2019,0.560185272,-0.35723714,2017,-2
122,PAIGE MOUNTAIN,Control,2019,0.594092098,-0.408033473,2017,-2
123,PAIGE MOUNTAIN,Control,2019,0.505870456,-0.301583579,2017,-2
124,PAIGE MOUNTAIN,Control,2019,0.484647433,-0.305220309,2017,-2
125,PAIGE MOUNTAIN,Control,2019,0.449799809,-0.272359288,2017,-2
126,PAIGE MOUNTAIN,Control,2019,0.496069383,-0.296191441,2017,-2
117,PAIGE MOUNTAIN,Control,2019,0.557624233,-0.357339312,2017,-2
116,PAIGE MOUNTAIN,Control,2019,0.587804588,-0.378873346,2017,-2
127,PAIGE MOUNTAIN,Control,2019,0.464828591,-0.299052698,2017,-2
128,PAIGE MOUNTAIN,Control,2019,0.458539587,-0.288945837,2017,-2
129,PAIGE MOUNTAIN,Control,2019,0.581541789,-0.44184566,2017,-2
130,PAIGE MOUNTAIN,Control,2019,0.574363088,-0.391882465,2017,-2
131,PAIGE MOUNTAIN,Control,2019,0.496308862,-0.38586597,2017,-2
132,PAIGE MOUNTAIN,Control,2019,0.571675628,-0.4107437,2017,-2
133,PAIGE MOUNTAIN,Control,2019,0.55466419,-0.387410999,2017,-2
135,PAIGE MOUNTAIN,Control,2019,0.465520095,-0.362161155,2017,-2
136,PAIGE MOUNTAIN,Control,2019,0.30423566,-0.265362325,2017,-2
233,PAIGE MOUNTAIN,Control,2019,0.412578991,-0.322359316,2017,-2
137,PAIGE MOUNTAIN,Control,2019,0.645666108,-0.497554175,2017,-2
138,PAIGE MOUNTAIN,Control,2019,0.564371816,-0.412063489,2017,-2
139,PAIGE MOUNTAIN,Control,2019,0.530483693,-0.393432715,2017,-2
140,PAIGE MOUNTAIN,Control,2019,0.543676323,-0.400445194,2017,-2
141,PAIGE MOUNTAIN,Control,2019,0.552058359,-0.410941968,2017,-2
142,PAIGE MOUNTAIN,Control,2019,0.560107313,-0.422680719,2017,-2
143,PAIGE MOUNTAIN,Control,2019,0.546621155,-0.391997899,2017,-2
144,PAIGE MOUNTAIN,Control,2019,0.417339768,-0.285727417,2017,-2
145,PAIGE MOUNTAIN,Control,2019,0.518934304,-0.368796286,2017,-2
146,PAIGE MOUNTAIN,Control,2019,0.478168284,-0.362569998,2017,-2
147,PAIGE MOUNTAIN,Control,2019,0.470227499,-0.345035684,2017,-2
148,PAIGE MOUNTAIN,Control,2019,0.531410562,-0.371544024,2017,-2
149,PAIGE MOUNTAIN,Control,2019,0.578827577,-0.403658494,2017,-2
150,PAIGE MOUNTAIN,Control,2019,0.577930826,-0.40434991,2017,-2
151,PAIGE MOUNTAIN,Control,2019,0.596635069,-0.404059569,2017,-2
152,PAIGE MOUNTAIN,Control,2019,0.585788223,-0.393472688,2017,-2
153,PAIGE MOUNTAIN,Control,2019,0.507525677,-0.336771994,2017,-2
154,PAIGE MOUNTAIN,Control,2019,0.499481229,-0.320012898,2017,-2
155,PAIGE MOUNTAIN,Control,2019,0.562191807,-0.381111531,2017,-2
156,PAIGE MOUNTAIN,Control,2019,0.564858935,-0.39565394,2017,-2
157,PAIGE MOUNTAIN,Control,2019,0.419734717,-0.27752835,2017,-2
158,PAIGE MOUNTAIN,Control,2019,0.550984081,-0.388599138,2017,-2
159,PAIGE MOUNTAIN,Control,2019,0.490568294,-0.329953648,2017,-2
160,PAIGE MOUNTAIN,Control,2019,0.514724012,-0.375830439,2017,-2
161,PAIGE MOUNTAIN,Control,2019,0.452463706,-0.292558115,2017,-2
162,PAIGE MOUNTAIN,Control,2019,0.439059408,-0.285448346,2017,-2
163,PAIGE MOUNTAIN,Control,2019,0.463677592,-0.342337221,2017,-2
164,PAIGE MOUNTAIN,Control,2019,0.490534052,-0.370689963,2017,-2
165,PAIGE MOUNTAIN,Control,2019,0.498401012,-0.376943798,2017,-2
166,PAIGE MOUNTAIN,Control,2019,0.528022697,-0.404999496,2017,-2
167,PAIGE MOUNTAIN,Control,2019,0.588585701,-0.446191184,2017,-2
168,PAIGE MOUNTAIN,Control,2019,0.585594067,-0.439680865,2017,-2
169,PAIGE MOUNTAIN,Control,2019,0.59189367,-0.465895573,2017,-2
170,PAIGE MOUNTAIN,Control,2019,0.48694814,-0.373861717,2017,-2
171,PAIGE MOUNTAIN,Control,2019,0.487376703,-0.377308591,2017,-2
172,PAIGE MOUNTAIN,Control,2019,0.448825907,-0.33084583,2017,-2
173,PAIGE MOUNTAIN,Control,2019,0.516318245,-0.386800432,2017,-2
174,PAIGE MOUNTAIN,Control,2019,0.517653399,-0.39810587,2017,-2
175,PAIGE MOUNTAIN,Control,2019,0.415848896,-0.31339417,2017,-2
178,PAIGE MOUNTAIN,Control,2019,0.5127114,-0.392834548,2017,-2
176,PAIGE MOUNTAIN,Control,2019,0.467712704,-0.329627313,2017,-2
177,PAIGE MOUNTAIN,Control,2019,0.502776121,-0.387570983,2017,-2
179,PAIGE MOUNTAIN,Control,2019,0.454425289,-0.360951651,2017,-2
180,PAIGE MOUNTAIN,Control,2019,0.496062795,-0.380043341,2017,-2
181,PAIGE MOUNTAIN,Control,2019,0.525162586,-0.407644413,2017,-2
182,PAIGE MOUNTAIN,Control,2019,0.524813987,-0.389136376,2017,-2
183,PAIGE MOUNTAIN,Control,2019,0.558571644,-0.433007756,2017,-2
184,PAIGE MOUNTAIN,Control,2019,0.532318279,-0.42736501,2017,-2
185,SUNSHINE MOUNTAIN,Control,2019,0.574889457,-0.416249028,2017,-2
186,SUNSHINE MOUNTAIN,Control,2019,0.557108813,-0.412224741,2017,-2
187,SUNSHINE MOUNTAIN,Control,2019,0.558822983,-0.422339274,2017,-2
188,SUNSHINE MOUNTAIN,Control,2019,0.540679562,-0.399887297,2017,-2
189,SUNSHINE MOUNTAIN,Control,2019,0.575014618,-0.445667145,2017,-2
190,SUNSHINE MOUNTAIN,Control,2019,0.601772286,-0.46212784,2017,-2
191,SUNSHINE MOUNTAIN,Control,2019,0.59962681,-0.473131272,2017,-2
192,SUNSHINE MOUNTAIN,Control,2019,0.614439055,-0.467776789,2017,-2
193,MUNSON CREEK,Control,2021,0.577127515,-0.438816206,2017,-4
194,MUNSON CREEK,Control,2021,0.316050755,-0.177862982,2017,-4
234,MUNSON CREEK,Control,2021,0.267224821,-0.145986763,2017,-4
235,MUNSON CREEK,Control,2021,0.400823008,-0.279875177,2017,-4
195,MUNSON CREEK,Control,2021,0.535176044,-0.407536757,2017,-4
196,MUNSON CREEK,Control,2021,0.549448151,-0.413158536,2017,-4
197,MUNSON CREEK,Control,2021,0.552726133,-0.413170879,2017,-4
198,MUNSON CREEK,Control,2021,0.519467816,-0.386727553,2017,-4
199,MUNSON CREEK,Control,2021,0.516509319,-0.392400891,2017,-4
200,MUNSON CREEK,Control,2021,0.530013755,-0.399253545,2017,-4
201,MUNSON CREEK,Control,2021,0.50968819,-0.39249503,2017,-4
204,MUNSON CREEK,Control,2021,0.495091151,-0.368752208,2017,-4
203,MUNSON CREEK,Control,2021,0.492469135,-0.372613821,2017,-4
202,MUNSON CREEK,Control,2021,0.490706324,-0.377348888,2017,-4
205,MUNSON CREEK,Control,2021,0.427569942,-0.291126999,2017,-4
206,MUNSON CREEK,Control,2021,0.355090931,-0.251719498,2017,-4
207,MUNSON CREEK,Control,2021,0.365483328,-0.253511062,2017,-4
208,MUNSON CREEK,Control,2021,0.359076728,-0.247158778,2017,-4
209,MUNSON CREEK,Control,2021,0.454115796,-0.315712868,2017,-4
210,MUNSON CREEK,Control,2021,0.510112927,-0.340351341,2017,-4
211,MUNSON CREEK,Control,2021,0.447559635,-0.300446209,2017,-4
212,MUNSON CREEK,Control,2021,0.441170927,-0.305992325,2017,-4
213,MUNSON CREEK,Control,2021,0.489544349,-0.354618356,2017,-4
214,MUNSON CREEK,Control,2021,0.473992919,-0.342689654,2017,-4
215,MUNSON CREEK,Control,2021,0.516428097,-0.386874603,2017,-4
216,MUNSON CREEK,Control,2021,0.529422654,-0.400144495,2017,-4
217,MUNSON CREEK,Control,2021,0.540516016,-0.404107419,2017,-4
218,MUNSON CREEK,Control,2021,0.508035636,-0.388927687,2017,-4
219,MUNSON CREEK,Control,2021,0.507856068,-0.393100856,2017,-4
220,MUNSON CREEK,Control,2021,0.484545454,-0.37402624,2017,-4
221,MUNSON CREEK,Control,2021,0.4934931,-0.378295774,2017,-4
222,MUNSON CREEK,Control,2021,0.487153364,-0.371753885,2017,-4
223,MUNSON CREEK,Control,2021,0.49995515,-0.373124684,2017,-4
224,MUNSON CREEK,Control,2021,0.488560247,-0.360781692,2017,-4
225,MUNSON CREEK,Control,2021,0.453433549,-0.36387687,2017,-4
226,MUNSON CREEK,Control,2021,0.538676507,-0.400408515,2017,-4
227,MUNSON CREEK,Control,2021,0.587063147,-0.428431171,2017,-4
228,MUNSON CREEK,Control,2021,0.468997346,-0.300961629,2017,-4
229,MUNSON CREEK,Control,2021,0.455949423,-0.312987988,2017,-4
230,MUNSON CREEK,Control,2021,0.432409067,-0.258003311,2017,-4
231,MUNSON CREEK,Control,2021,0.43923644,-0.282779266,2017,-4
232,MUNSON CREEK,Control,2021,0.437955573,-0.311557218,2017,-4
134,PAIGE MOUNTAIN,Control,2019,0.519363134,-0.416579494,2017,-2
78,HURST CREEK,Control,2019,0.482470581,-0.394886729,2017,-2
22,HOGATZA RIVER,Control,2016,0.345355423,-0.242157673,2017,1
23,HOGATZA RIVER,Control,2016,0.466417098,-0.328461927,2017,1
24,HOGATZA RIVER,Control,2016,0.465833998,-0.33778538,2017,1
26,HOGATZA RIVER,Control,2016,0.41021485,-0.303272227,2017,1
28,HOGATZA RIVER,Control,2016,0.468806911,-0.306920988,2017,1
2,LITTLE MUD RIVER,Control,2019,0.564677007,-0.395546104,2017,-2
3,LITTLE MUD RIVER,Control,2019,0.553268696,-0.387275559,2017,-2
4,LITTLE MUD RIVER,Control,2019,0.57305574,-0.3996501,2017,-2
5,LITTLE MUD RIVER,Control,2019,0.480801142,-0.310175758,2017,-2
9,HOG,Control,2016,0.386916035,-0.28525703,2017,1
10,HOG,Control,2016,0.365664046,-0.276689022,2017,1
11,HOG,Control,2016,0.262633855,-0.16712707,2017,1
12,HOG,Control,2016,0.36104961,-0.220149723,2017,1
13,HOG,Control,2016,0.330941096,-0.194178837,2017,1
14,HOG,Control,2016,0.315545752,-0.180071395,2017,1
15,HOG,Control,2016,0.22822101,-0.159502863,2017,1
16,HOG,Control,2016,0.178617803,-0.089681875,2017,1
17,HOG,Control,2016,0.196792517,-0.107964719,2017,1
18,HOG,Control,2016,0.196769301,-0.10357334,2017,1
19,HOG,Control,2016,0.352265449,-0.266386,2017,1
20,HOG,Control,2016,0.298275609,-0.214331322,2017,1
21,HOG,Control,2016,0.371698302,-0.270993239,2017,1
35,HOGATZA RIVER,Control,2016,0.392022106,-0.267979883,2017,1
INIAKUK LAKE,INIAKUK LAKE,Fire,2016,0.313830617,-0.234681556,2018,2
HOGATZA RIVER,HOGATZA RIVER,Fire,2016,0.333434129,-0.226060848,2018,2
HOG,HOG,Fire,2016,0.358129632,-0.250010668,2018,2
CHALKYITSIK COMPLEX,CHALKYITSIK COMPLEX,Fire,2019,0.418903369,-0.281466058,2018,-1
SUNSHINE MOUNTAINS,SUNSHINE MOUNTAIN,Fire,2019,0.444613585,-0.333234048,2018,-1
MUNSON CREEK,MUNSON CREEK,Fire,2021,0.449821102,-0.330165286,2018,-3
PAIGE MOUNTAIN,PAIGE MOUNTAIN,Fire,2019,0.43803038,-0.31419245,2018,-1
HURST CREEK,HURST CREEK,Fire,2019,0.481709874,-0.382851699,2018,-1
OLD GROUCH TOP,OLD GROUCH TOP,Fire,2019,0.467293917,-0.366823922,2018,-1
VICTORIA MOUNTAIN,VICTORIA MOUNTAIN,Fire,2019,0.469365994,-0.367429747,2018,-1
LITTLE MUD RIVER,LITTLE MUD RIVER,Fire,2019,0.450180607,-0.31288311,2018,-1
1,CHALKYITSIK COMPLEX,Beaver,2019,0.380378179,-0.23905991,2018,-1
6,VICTORIA MOUNTAIN,Beaver,2019,0.448168263,-0.334724219,2018,-1
7,VICTORIA MOUNTAIN,Beaver,2019,0.380213998,-0.255161914,2018,-1
8,HOG,Beaver,2016,0.352648059,-0.257355593,2018,2
25,HOGATZA RIVER,Beaver,2016,0.482039132,-0.365969448,2018,2
27,HOGATZA RIVER,Beaver,2016,0.479473306,-0.353602947,2018,2
29,HOGATZA RIVER,Beaver,2016,0.428260898,-0.309454035,2018,2
30,HOGATZA RIVER,Beaver,2016,0.434767126,-0.311047044,2018,2
31,HOGATZA RIVER,Beaver,2016,0.434622485,-0.297156406,2018,2
32,HOGATZA RIVER,Beaver,2016,0.459907289,-0.323429868,2018,2
33,HOGATZA RIVER,Beaver,2016,0.437117402,-0.294611597,2018,2
34,HOGATZA RIVER,Beaver,2016,0.363604679,-0.232199078,2018,2
36,HOGATZA RIVER,Beaver,2016,0.473691749,-0.368500491,2018,2
37,HOGATZA RIVER,Beaver,2016,0.485489093,-0.361551883,2018,2
38,HOGATZA RIVER,Beaver,2016,0.471672955,-0.343551739,2018,2
39,HOGATZA RIVER,Beaver,2016,0.4927909,-0.357911529,2018,2
40,HOGATZA RIVER,Beaver,2016,0.389791206,-0.26725268,2018,2
41,HOGATZA RIVER,Beaver,2016,0.402900418,-0.277408398,2018,2
42,HOGATZA RIVER,Beaver,2016,0.441296462,-0.310502069,2018,2
43,HOGATZA RIVER,Beaver,2016,0.381170845,-0.24694641,2018,2
44,HOGATZA RIVER,Beaver,2016,0.342494143,-0.220052803,2018,2
45,HOGATZA RIVER,Beaver,2016,0.36227742,-0.237752966,2018,2
46,HOGATZA RIVER,Beaver,2016,0.379541908,-0.255832132,2018,2
47,HOGATZA RIVER,Beaver,2016,0.323420785,-0.198437501,2018,2
48,INIAKUK LAKE,Beaver,2016,0.208325627,-0.083654216,2018,2
50,INIAKUK LAKE,Beaver,2016,0.275077416,-0.157659617,2018,2
49,INIAKUK LAKE,Beaver,2016,0.301919219,-0.167974,2018,2
51,INIAKUK LAKE,Beaver,2016,0.304571543,-0.171457228,2018,2
52,INIAKUK LAKE,Beaver,2016,0.35616999,-0.235305961,2018,2
53,INIAKUK LAKE,Beaver,2016,0.313060541,-0.19045845,2018,2
54,INIAKUK LAKE,Beaver,2016,0.247181223,-0.120929178,2018,2
55,HURST CREEK,Beaver,2019,0.399341857,-0.312344996,2018,-1
56,HURST CREEK,Beaver,2019,0.425377714,-0.335131466,2018,-1
57,HURST CREEK,Beaver,2019,0.441720651,-0.344321344,2018,-1
58,HURST CREEK,Beaver,2019,0.431079113,-0.318740729,2018,-1
59,HURST CREEK,Beaver,2019,0.447014013,-0.3514203,2018,-1
60,HURST CREEK,Beaver,2019,0.496955999,-0.388373708,2018,-1
61,HURST CREEK,Beaver,2019,0.493317404,-0.378408541,2018,-1
62,HURST CREEK,Beaver,2019,0.449648544,-0.371004467,2018,-1
63,HURST CREEK,Beaver,2019,0.502180863,-0.397083562,2018,-1
64,HURST CREEK,Beaver,2019,0.481514559,-0.383220018,2018,-1
65,HURST CREEK,Beaver,2019,0.481554231,-0.376375621,2018,-1
66,HURST CREEK,Beaver,2019,0.48984443,-0.394858891,2018,-1
67,HURST CREEK,Beaver,2019,0.529648412,-0.423243277,2018,-1
68,HURST CREEK,Beaver,2019,0.485200429,-0.390177928,2018,-1
69,HURST CREEK,Beaver,2019,0.447788798,-0.37044528,2018,-1
70,HURST CREEK,Beaver,2019,0.449900657,-0.359361186,2018,-1
71,HURST CREEK,Beaver,2019,0.425495616,-0.338191585,2018,-1
72,HURST CREEK,Beaver,2019,0.413097687,-0.356897635,2018,-1
73,HURST CREEK,Beaver,2019,0.378200301,-0.31312121,2018,-1
74,HURST CREEK,Beaver,2019,0.389923325,-0.323823331,2018,-1
76,HURST CREEK,Beaver,2019,0.446917589,-0.329157229,2018,-1
75,HURST CREEK,Beaver,2019,0.428432318,-0.312144329,2018,-1
77,HURST CREEK,Beaver,2019,0.400575753,-0.296526728,2018,-1
79,HURST CREEK,Beaver,2019,0.440179604,-0.356114393,2018,-1
80,HURST CREEK,Beaver,2019,0.467875516,-0.37589245,2018,-1
81,HURST CREEK,Beaver,2019,0.461770685,-0.333896766,2018,-1
82,HURST CREEK,Beaver,2019,0.481616084,-0.366313064,2018,-1
83,HURST CREEK,Beaver,2019,0.455289392,-0.342391277,2018,-1
84,HURST CREEK,Beaver,2019,0.469982078,-0.354593204,2018,-1
86,HURST CREEK,Beaver,2019,0.526897358,-0.422044486,2018,-1
85,HURST CREEK,Beaver,2019,0.517988664,-0.408062092,2018,-1
87,HURST CREEK,Beaver,2019,0.422857886,-0.325877478,2018,-1
88,HURST CREEK,Beaver,2019,0.481212689,-0.410193766,2018,-1
89,HURST CREEK,Beaver,2019,0.41971139,-0.339506453,2018,-1
90,HURST CREEK,Beaver,2019,0.423900208,-0.349120768,2018,-1
91,HURST CREEK,Beaver,2019,0.552935924,-0.423565365,2018,-1
92,OLD GROUCH TOP,Beaver,2019,0.418908867,-0.329352193,2018,-1
93,OLD GROUCH TOP,Beaver,2019,0.46591303,-0.379594449,2018,-1
94,OLD GROUCH TOP,Beaver,2019,0.503314164,-0.40200289,2018,-1
95,OLD GROUCH TOP,Beaver,2019,0.420509099,-0.275916963,2018,-1
96,OLD GROUCH TOP,Beaver,2019,0.364001154,-0.263461325,2018,-1
97,OLD GROUCH TOP,Beaver,2019,0.348266715,-0.269430209,2018,-1
98,OLD GROUCH TOP,Beaver,2019,0.412740612,-0.296330942,2018,-1
100,OLD GROUCH TOP,Beaver,2019,0.413671988,-0.308397022,2018,-1
99,OLD GROUCH TOP,Beaver,2019,0.420848811,-0.313081292,2018,-1
101,OLD GROUCH TOP,Beaver,2019,0.385344925,-0.276741488,2018,-1
102,OLD GROUCH TOP,Beaver,2019,0.369380702,-0.263884702,2018,-1
103,OLD GROUCH TOP,Beaver,2019,0.355015869,-0.260743976,2018,-1
104,OLD GROUCH TOP,Beaver,2019,0.389848321,-0.306600836,2018,-1
105,OLD GROUCH TOP,Beaver,2019,0.39093189,-0.288946771,2018,-1
106,OLD GROUCH TOP,Beaver,2019,0.402751508,-0.27745561,2018,-1
107,OLD GROUCH TOP,Beaver,2019,0.394128882,-0.281909516,2018,-1
108,OLD GROUCH TOP,Beaver,2019,0.401128293,-0.316861183,2018,-1
109,OLD GROUCH TOP,Beaver,2019,0.364606579,-0.288391275,2018,-1
110,OLD GROUCH TOP,Beaver,2019,0.469465735,-0.3719182,2018,-1
111,OLD GROUCH TOP,Beaver,2019,0.478036818,-0.379938027,2018,-1
112,OLD GROUCH TOP,Beaver,2019,0.469549344,-0.370157435,2018,-1
113,OLD GROUCH TOP,Beaver,2019,0.474394738,-0.386329132,2018,-1
114,OLD GROUCH TOP,Beaver,2019,0.432242692,-0.3377724,2018,-1
115,OLD GROUCH TOP,Beaver,2019,0.43931446,-0.326085002,2018,-1
116,PAIGE MOUNTAIN,Beaver,2019,0.425753793,-0.282060366,2018,-1
117,PAIGE MOUNTAIN,Beaver,2019,0.396241678,-0.257911533,2018,-1
118,PAIGE MOUNTAIN,Beaver,2019,0.409069739,-0.294681065,2018,-1
119,PAIGE MOUNTAIN,Beaver,2019,0.39546936,-0.260613915,2018,-1
120,PAIGE MOUNTAIN,Beaver,2019,0.423079657,-0.295794661,2018,-1
121,PAIGE MOUNTAIN,Beaver,2019,0.471706613,-0.339462522,2018,-1
122,PAIGE MOUNTAIN,Beaver,2019,0.442230856,-0.308777415,2018,-1
123,PAIGE MOUNTAIN,Beaver,2019,0.358806453,-0.260751836,2018,-1
124,PAIGE MOUNTAIN,Beaver,2019,0.41499961,-0.303697539,2018,-1
125,PAIGE MOUNTAIN,Beaver,2019,0.409991446,-0.309528986,2018,-1
126,PAIGE MOUNTAIN,Beaver,2019,0.390132004,-0.285148916,2018,-1
127,PAIGE MOUNTAIN,Beaver,2019,0.417051804,-0.302163704,2018,-1
128,PAIGE MOUNTAIN,Beaver,2019,0.375852307,-0.250511944,2018,-1
129,PAIGE MOUNTAIN,Beaver,2019,0.475540675,-0.336025759,2018,-1
130,PAIGE MOUNTAIN,Beaver,2019,0.423237309,-0.293205973,2018,-1
131,PAIGE MOUNTAIN,Beaver,2019,0.393016475,-0.256656184,2018,-1
132,PAIGE MOUNTAIN,Beaver,2019,0.435540146,-0.310732684,2018,-1
133,PAIGE MOUNTAIN,Beaver,2019,0.421538837,-0.295860072,2018,-1
135,PAIGE MOUNTAIN,Beaver,2019,0.377216483,-0.271717058,2018,-1
136,PAIGE MOUNTAIN,Beaver,2019,0.381813366,-0.256742005,2018,-1
233,PAIGE MOUNTAIN,Beaver,2019,0.464777102,-0.355591533,2018,-1
137,PAIGE MOUNTAIN,Beaver,2019,0.506911869,-0.358331902,2018,-1
138,PAIGE MOUNTAIN,Beaver,2019,0.487232825,-0.331982639,2018,-1
139,PAIGE MOUNTAIN,Beaver,2019,0.502120042,-0.365930712,2018,-1
140,PAIGE MOUNTAIN,Beaver,2019,0.501202502,-0.355037597,2018,-1
141,PAIGE MOUNTAIN,Beaver,2019,0.495785549,-0.36341054,2018,-1
142,PAIGE MOUNTAIN,Beaver,2019,0.500001529,-0.366437232,2018,-1
143,PAIGE MOUNTAIN,Beaver,2019,0.463494324,-0.355945628,2018,-1
144,PAIGE MOUNTAIN,Beaver,2019,0.489694182,-0.364724358,2018,-1
145,PAIGE MOUNTAIN,Beaver,2019,0.460458427,-0.350585308,2018,-1
146,PAIGE MOUNTAIN,Beaver,2019,0.437356565,-0.327245303,2018,-1
147,PAIGE MOUNTAIN,Beaver,2019,0.433335112,-0.317256156,2018,-1
148,PAIGE MOUNTAIN,Beaver,2019,0.409713697,-0.28928939,2018,-1
149,PAIGE MOUNTAIN,Beaver,2019,0.407827431,-0.27136103,2018,-1
150,PAIGE MOUNTAIN,Beaver,2019,0.436572434,-0.285129892,2018,-1
151,PAIGE MOUNTAIN,Beaver,2019,0.421398409,-0.274946455,2018,-1
152,PAIGE MOUNTAIN,Beaver,2019,0.455640552,-0.326315812,2018,-1
153,PAIGE MOUNTAIN,Beaver,2019,0.498088711,-0.347600486,2018,-1
154,PAIGE MOUNTAIN,Beaver,2019,0.492630203,-0.338587222,2018,-1
155,PAIGE MOUNTAIN,Beaver,2019,0.577589649,-0.423860903,2018,-1
156,PAIGE MOUNTAIN,Beaver,2019,0.439431621,-0.295289069,2018,-1
157,PAIGE MOUNTAIN,Beaver,2019,0.319068033,-0.187328562,2018,-1
158,PAIGE MOUNTAIN,Beaver,2019,0.357133093,-0.195810928,2018,-1
159,PAIGE MOUNTAIN,Beaver,2019,0.378165788,-0.269312384,2018,-1
160,PAIGE MOUNTAIN,Beaver,2019,0.414526534,-0.298998375,2018,-1
161,PAIGE MOUNTAIN,Beaver,2019,0.41095722,-0.301313296,2018,-1
162,PAIGE MOUNTAIN,Beaver,2019,0.433933642,-0.326579338,2018,-1
163,PAIGE MOUNTAIN,Beaver,2019,0.34544662,-0.203906297,2018,-1
164,PAIGE MOUNTAIN,Beaver,2019,0.324703134,-0.18819005,2018,-1
165,PAIGE MOUNTAIN,Beaver,2019,0.314732859,-0.187462636,2018,-1
166,PAIGE MOUNTAIN,Beaver,2019,0.400153318,-0.256615284,2018,-1
167,PAIGE MOUNTAIN,Beaver,2019,0.444598291,-0.306411418,2018,-1
168,PAIGE MOUNTAIN,Beaver,2019,0.450152597,-0.317325705,2018,-1
169,PAIGE MOUNTAIN,Beaver,2019,0.454280743,-0.331262999,2018,-1
170,PAIGE MOUNTAIN,Beaver,2019,0.400030903,-0.309837851,2018,-1
171,PAIGE MOUNTAIN,Beaver,2019,0.403142108,-0.307710893,2018,-1
172,PAIGE MOUNTAIN,Beaver,2019,0.383198042,-0.283729704,2018,-1
173,PAIGE MOUNTAIN,Beaver,2019,0.43760422,-0.308464696,2018,-1
174,PAIGE MOUNTAIN,Beaver,2019,0.432442334,-0.302477307,2018,-1
175,PAIGE MOUNTAIN,Beaver,2019,0.390320877,-0.270298487,2018,-1
176,PAIGE MOUNTAIN,Beaver,2019,0.393337801,-0.316490171,2018,-1
177,PAIGE MOUNTAIN,Beaver,2019,0.388942889,-0.309280345,2018,-1
179,PAIGE MOUNTAIN,Beaver,2019,0.429700926,-0.320447836,2018,-1
180,PAIGE MOUNTAIN,Beaver,2019,0.450240704,-0.338214855,2018,-1
178,PAIGE MOUNTAIN,Beaver,2019,0.427397723,-0.324990337,2018,-1
181,PAIGE MOUNTAIN,Beaver,2019,0.361429303,-0.218609193,2018,-1
182,PAIGE MOUNTAIN,Beaver,2019,0.363964554,-0.227793062,2018,-1
183,PAIGE MOUNTAIN,Beaver,2019,0.32396904,-0.200357659,2018,-1
184,PAIGE MOUNTAIN,Beaver,2019,0.373914832,-0.271237637,2018,-1
185,SUNSHINE MOUNTAIN,Beaver,2019,0.428998602,-0.333769121,2018,-1
186,SUNSHINE MOUNTAIN,Beaver,2019,0.465340688,-0.354888634,2018,-1
187,SUNSHINE MOUNTAIN,Beaver,2019,0.423933342,-0.327169279,2018,-1
188,SUNSHINE MOUNTAIN,Beaver,2019,0.43620691,-0.344571159,2018,-1
189,SUNSHINE MOUNTAIN,Beaver,2019,0.366443171,-0.267364705,2018,-1
190,SUNSHINE MOUNTAIN,Beaver,2019,0.463497883,-0.347821451,2018,-1
191,SUNSHINE MOUNTAIN,Beaver,2019,0.453572801,-0.325766301,2018,-1
192,SUNSHINE MOUNTAIN,Beaver,2019,0.378885548,-0.277736359,2018,-1
193,MUNSON CREEK,Beaver,2021,0.446761478,-0.339741779,2018,-3
194,MUNSON CREEK,Beaver,2021,0.368805247,-0.258261689,2018,-3
234,MUNSON CREEK,Beaver,2021,0.351675548,-0.226647087,2018,-3
235,MUNSON CREEK,Beaver,2021,0.4203579,-0.292735229,2018,-3
195,MUNSON CREEK,Beaver,2021,0.430092958,-0.314959485,2018,-3
